userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, is_personalized, enjoy_watching ,Avg_Movie_Rating
747517b50f5e43a8e0caa57601600428,7,4.5,4,3.5,2, all, default,2,2,4.505905611
3bb9c80158e9edf17e5cffacefa7766f,4.5,3,4.5,4,4.5, popularity, low,2,3,4.019681435
d0eb0665d953c3b088e7bef2c2f492fd,7,4.5,6,4.5,2.5, popularity, medium,3,5,4.080496403
67eaab4c3e5cf2451f02e9d5c8ec8e32,5,5,4,5.5,3, diversity, low,2,3,4.091567407
ba79474a87701d07ff36c3ad4cec98d7,4.5,5,5,4,1.5, diversity, medium,3,4,4.327936623
935ab0abd9dac63a938653c75a5a14f2,4.5,3,5.5,6.5,4, diversity, medium,4,4,4.606691089
a9541bbdabe5973d82f47a801e445185,5,3.5,4.5,5,4, diversity, high,3,4,4.21635361
04ddc9784920e4944f6d2274d71018a7,4,4,4,4,4, popularity, low,3,3,3.738258457
a9193e1ff21abac55ed78b404789c628,7,6,6.5,7,5, popularity, low,2,2,3.738258457
924c6097a2fd65edb7290cb076cb9713,6.5,4.5,2.5,4,2.5, serendipity, high,2,2,4.881592784
268de11ad039ad15bc8739c2663b90c7,5.5,4.5,5,5.5,4, serendipity, high,5,5,4.710369454
64794330963f56d479393e325808504a,2.5,5,2.5,6.5,2, diversity, medium,2,2,3.552202148
d5ccdbbe80bec680efebc72c2ed2c922,6.5,3.5,6,6,6.5, serendipity, low,3,3,4.170998237
ef07cdde43a7180a3b3018a5c0eab542,7,4,1,2.5,7, serendipity, low,3,5,4.993604472
ea218ab5b462f6cab1152810ad0571b4,7,5.5,6,6.5,3, serendipity, high,4,3,4.861970544
3c088d8cf05127a5cf9007f6fed93ced,4.5,4.5,5.5,3.5,2.5, diversity, low,3,4,4.419319466
261e43f305e15890fb05e08ec858746f,5,4.5,3.5,3.5,2, all, default,3,3,4.67581176
e7d0e93b0d8d8cae6d4e96b75708e910,6,6,7,5.5,6, popularity, high,4,4,4.054265497
6f99629d420e4c074fc6acf1b8aa8ac9,4,4,5,3.5,3.5, popularity, high,5,5,4.70172239
e6a7d7514cb437eda7e3c155d12662c4,5.5,5,4.5,5,3.5, serendipity, high,2,1,4.234250436
ca42445099963639613922aa4577dbcc,4.5,3.5,5.5,6.5,2, diversity, low,3,2,4.234508288
b9cfb4042e4df94a5a26c33169ba69a4,4.5,3.5,4.5,4,1.5, all, default,2,3,4.483989792
36fb8f1f6836cfe8aae2df6211703096,3,3,5,2.5,2, popularity, medium,1,1,4.665559779
b209fd1ad74aedc976a4dc9ae9f8a816,6.5,5,7,7,3, diversity, low,2,4,4.674115247
0bc016ffff15a571df8b1bb88fa75df9,5,4,2.5,3,1.5, diversity, medium,3,4,3.98244334
6b809c3dcb0a581f61e3b3bab09edbad,3.5,3.5,2.5,6.5,1.5, all, default,5,5,4.709885694
c1dda1ca24e98b7e785a01cd43992357,4.5,2.5,1,5,5, popularity, high,4,5,4.726172118
62ef002364bfd86baf538ec2e4310b45,6,4.5,2.5,5,1.5, diversity, high,3,4,4.835702794
fefc161ac0b429fdbf6b56cc04dd4aa6,3.5,4,5,6.5,4.5, all, default,2,3,4.54430508
351747b75c0ae83bf5ca72a3293abb25,4.5,5.5,6,5,3, popularity, medium,4,4,3.843499403
afdd334cd221305ef7fcea66b3d482e9,3.5,4,4.5,5.5,4, serendipity, medium,5,5,4.398019689
013325441cd1755b18c58b8007646bb1,6.5,6.5,6,7,5, popularity, low,5,4,3.776984115
d270f43ce1191402f16ff0c5f6684913,4.5,3.5,5.5,6.5,3.5, popularity, medium,2,4,3.618005646
cb7c90bc8fb7ce987ba5a4ca9f721f05,5.5,7,5,6,1, all, default,5,5,4.802206612
d19630b13a5d686a1b281cfa64b33506,5.5,4,6.5,4,3, popularity, low,3,4,4.320893808
02b5f3e6b966e10e7f5850ca7aaac6f3,6,4,1.5,7,3, popularity, medium,2,4,4.728662872
1c4854ad86cfe3ddd4de7b7e1549d638,6,4.5,7,7,2.5, all, default,4,3,3.942468589
4309a709877b69f058cf0b6b14a7c427,3.5,3.5,2,3,1, diversity, medium,4,3,4.833945729
21f3d0688e15499164ba8f524663552f,7,6.5,3,5,2, popularity, low,2,2,4.520362925
32dba71ad0b46db2349a85fa0eeb80f5,6,4,4,3.5,3.5, diversity, high,1,2,3.940532129
03769f5ee64b4517ada26ff98eb165c1,5.5,5,4,3.5,4, popularity, medium,4,4,4.516112515
2af370a404e8fbf0348109d5cc57d125,6,5,4,6.5,6, popularity, medium,1,3,4.516112515
0dcd8164e44e2ae7d3e23de809568aea,3.5,4,4.5,3.5,3, diversity, low,3,2,4.291262768
1892cf1d7ec180fe3cd69c5c330b981c,6,3.5,5,5,1, popularity, low,4,5,3.803438144
70d14c16b5b7810fcdd1e8d36172364b,4,4,4,4.5,3.5, all, default,4,4,4.379537863
eb9ab16102264a971d8ebf2de8954d14,6.5,6,7,6.5,2, diversity, medium,3,4,4.772962168
485ca2b0f3aaab8d524495cfba949c4d,6,4,5,2,4.5, diversity, medium,3,3,4.375331452
9255fceedf706b2a0c6b7f195b81b466,5.5,5.5,4.5,2,5, serendipity, high,2,2,4.128673395
011aedbea90fb3b6d1e7a47526b3bee6,5.5,4,3,1.5,2.5, serendipity, high,4,4,3.627881
03c0b674cd7f03bca4e8efb87f16449a,6.5,4,6.5,3,2.5, popularity, low,2,3,3.864523904
fc03e744ebc4f90ade8713b952ee9297,4,3.5,3,5,6.5, serendipity, medium,4,5,4.255837688
d7c872f6c3aac6848d3838ea18c7ca19,5.5,3.5,4.5,3,3.5, serendipity, medium,1,2,4.917436169
411addb01aad7aa551511aedb137826f,5,7,4.5,6,3, diversity, medium,4,5,4.624463434
50d7f1715a6943e6d354c0a0aaf5bffc,4,5.5,4.5,4.5,2, popularity, medium,2,3,4.490404654
c5970173df670a118236413468d4399e,4,4,3.5,4.5,4, popularity, low,4,4,3.771360248
7e597b2b6ad68b6b90859762e6441302,7,3.5,3,5.5,3, diversity, high,2,4,4.325672038
e91215105329a0c2659a7b85d6265092,7,4.5,4,5,4.5, diversity, medium,4,4,4.011173837
6f293c0d6de377660722cc5b40ad0dc3,5,4,6.5,6,2, serendipity, low,3,5,4.369469495
cd68d240594343524591e376e89d9e9e,6,1.5,2,5,6, serendipity, low,4,3,4.369469495
6c5f1fb09072764f90a3ba0b66cc16e6,6,5.5,3,4.5,5.5, popularity, medium,4,4,4.336343277
33b3e34825f48ecff66b4da9bb62f9df,5,4,3,3.5,2.5, popularity, medium,4,4,4.376991384
a36fda4444dbdfdb1714c81e86b13c06,6.5,3,4.5,3.5,3.5, diversity, low,2,2,3.999644639
8a158114993df620986ab251fcb971a8,6.5,2.5,1.5,3.5,2.5, popularity, high,5,5,4.040033882
1fe833a1c36e45c632966035a965355e,4.5,5.5,4.5,4.5,3.5, popularity, medium,2,4,4.00813068
20afff354ba5330c4073760dee95e597,6,2,4,5,4.5, popularity, low,4,4,4.032773341
a35ff7438d7d2342148fb885636b7534,6,5.5,5.5,3.5,3.5, diversity, low,3,4,4.250269705
95127e1c8d909932698eac1083ada3d5,6,3.5,3.5,3,2.5, popularity, medium,2,3,4.5764445
5cd2c8c8096827fed6ec86a95773100c,5.5,3.5,3,4,3.5, diversity, medium,3,4,4.127374211
7a280e547c820ea99ecd37a703e13cbf,6.5,5.5,6,4,6.5, serendipity, high,2,4,3.910625854
436c0f227b9f4b107dbce1103b9732b5,6,3,4.5,4,4.5, popularity, medium,5,4,4.393532761
f511f6bf46773c99129be4dfc78261ba,5,4,2.5,5,3, diversity, high,4,4,4.456225507
27d5a1e92d7d3410e54beaed16dfb34f,5.5,5,6.5,5.5,2, serendipity, low,4,4,4.142749362
8058c698ea92c2ee2b62641527ebfe35,5,6,2,5.5,1.5, popularity, high,3,4,4.21596057
e330ffb07bd07161061408f49f7b1a47,6.5,5,3,1.5,3, all, default,4,4,4.338076379
13da9d6e5a67bab97d8d3dcd59cc5aba,6.5,5.5,7,5,7, all, default,2,3,4.301287653
b2f8ee3c4ad944e5940dca6a5cb251e6,3,4,3.5,6,1.5, serendipity, medium,1,1,3.675326233
2597a61332b5ee45e312bdd0d1067c75,3.5,6,1.5,3,5.5, serendipity, high,3,4,4.359204181
b29d3c21387891c26ac03a7e77606c69,6,4,5.5,5.5,4, diversity, medium,3,4,4.303808183
e7703b651c62df26e642d69d9f3833eb,6,2,7,6,1.5, serendipity, low,4,4,4.598359639
f0293c94bc545647090277e24f114fcd,6.5,5,6,2.5,2.5, diversity, medium,2,3,4.396161307
27497c204d00adf7f1d0e8b1a1770c33,5,5,5,3.5,2, serendipity, low,4,4,3.918088491
311de15c80a38f9f595623bb424035c8,5,3.5,5.5,5,3, diversity, medium,2,2,6.381593357
b099e86e7893078a96c65878e780af11,3.5,3,5.5,5.5,2, serendipity, high,2,2,4.655724851
880c9d19bdf4d5ea2cea23e1b7e50364,5.5,4.5,4,3.5,4, popularity, medium,5,5,3.74588191
ac5c86b64e31d0245bed6cd485ef67fa,5,3,2,2.5,5, serendipity, low,3,5,4.139627172
b0fae64c77bfadc37aff8ff1fc8b6341,7,4,3.5,4,2.5, diversity, low,2,2,4.579173321
c6f9b1be1d9dd3c7208fc97a706ba231,5,3,2.5,4,1, popularity, low,2,3,4.008774305
32bdb4ddb3c02453979930f251aea132,4.5,4.5,6,5,3.5, diversity, medium,2,2,4.243385961
69dabc24fcb390fabac897dd18cbf349,5.5,3.5,4,5.5,5.5, popularity, low,2,2,3.946002757
b42d7c14094394bff575ec0b58aa4690,5,3,3.5,5.5,3.5, serendipity, high,1,2,3.782683248
5bc0068526b3363616dce308377c7aea,6,3,4,3.5,2, diversity, low,2,3,3.617502342
4a4f9471dc1b4c82ebcecb67487468ba,6,7,2,7,4, popularity, medium,3,4,4.539811298
ef8b9a5f359c85f464e862e7927c9591,1.5,4,6,4,1.5, serendipity, low,4,5,4.800708068
ea82098ce3df3b010d914c22cf920631,6,4,6.5,4,5.5, serendipity, medium,3,5,4.388232642
53d6b60e2b1bd66c55d34f8b449806b6,6,7,7,6,5, popularity, medium,3,5,4.702073746
d2342d99b872a2e86ad3181ae4c15e9f,7,6.5,5.5,5,5, serendipity, low,2,2,4.597784618
dacfb5eda263b54637af5de1ef325216,5,5.5,3.5,2,2.5, popularity, high,1,3,4.486513786
f1162ccbc5b5643ab7f1c1ffc3719639,5.5,5.5,5,7,6, diversity, high,3,2,4.621773376
96010e899a726c946163f2aa0cc4f0e4,5.5,4,2,5.5,2.5, diversity, high,4,4,4.464521448
ecdeb5a6645fda3e58d780c23541c790,6.5,5,2.5,6,3, all, default,2,4,4.474141677
db101545ba9a336cb1ba91821cb09f6e,3.5,2.5,4,5,1, diversity, low,2,2,4.317923965
d578617f2e848b2a3690b3a961240912,5,6,7,5,3.5, diversity, high,2,2,3.946051358
273b025392eb55d5278ec7fc6b7c8174,5.5,2.5,4,4.5,4, popularity, low,2,4,4.50418551
f783ff9b43ae004d0189456f6b5db403,6,4,6,4,3.5, diversity, high,4,3,4.177672491
6d31a8362673d236fb7eee80739f0be6,4,3,4,4,1.5, diversity, medium,3,3,3.945738976
efebd7d0a63de15d95f36465b5a10f88,7,3.5,3.5,3.5,4, diversity, medium,3,3,4.348312848
0a1484ccfbc23143cafd6bd152605083,4.5,3,5,5,2.5, serendipity, medium,4,4,4.50763764
3ba0063305ea3419004e4ad187e303c9,4,4.5,6.5,5.5,2, serendipity, low,4,3,4.230962231
e26b276ad3ba805ef6fed13fcbf73ab7,4.5,5,6,7,2.5, serendipity, low,4,4,4.415422323
6595886ce3a64d4b621bf98cd5993b83,6,5.5,5,4.5,1, popularity, low,5,5,4.425119201
a879abc3f7c1a28bc441ef47c4966c34,4.5,3.5,5.5,4.5,5, diversity, medium,4,4,4.453487002
355e32ff6009dd085da3bfefd55dd4bc,4.5,5.5,2,5.5,2.5, popularity, medium,3,3,4.490801031
4a7868cf00372bf0707e621fc8d04e1b,6.5,4,6.5,6,2.5, diversity, high,1,2,4.578750302
b73496c04b4f09ba3bb57de131edb2c4,5,6.5,4.5,2,1.5, all, default,4,5,4.873655506
a622f2af0bfa1682fd198a49be5ce309,7,3,6,6,5, all, default,3,5,4.873655506
3c8043ccd1d29a7b19da65e4df1af1d8,4.5,1.5,3.5,3.5,3.5, diversity, medium,2,5,4.922341915
2acc8bf04b05e00038fbd7ba0c1b4dd5,5,4.5,1.5,4.5,1.5, popularity, high,3,4,4.730592197
220e935ed1db4bedecbede671969b8ff,7,4.5,6.5,4,6, diversity, high,3,4,4.527281837
d623f447ef4c65f1b60dfe936dee5f9b,7,6,2.5,5,4, diversity, high,3,4,4.527281837
fc2c01b33289572aa08c1af456cc23d9,3.5,2.5,4,3,4.5, popularity, low,2,2,3.981888816
15d1bba49f80936afb5f17f25b58cfd3,5,3,2,5,2, popularity, medium,4,4,4.115742903
37e21126a2f31396aee6e8fe70c01d03,6.5,4,2,4.5,6, all, default,4,4,3.914230246
450ef92e57d8eb2bd71fddc9a39e0c3b,5,4.5,6,5.5,4, popularity, low,1,2,3.876113359
6a0d041ca447caf283aca80c69f548d1,4,5,4,4,3, serendipity, medium,3,4,3.637372621
d0601c13745f5a0111e9db5a8e8d94c4,6.5,4,3.5,5.5,2, diversity, high,4,5,4.380912912
e8525624725a0bed60a5af33a362c0fc,7,4,5,6.5,2, serendipity, high,5,5,4.118503127
d8312a670ff0669fc4731cefb31565c0,5,4,7,5.5,2, popularity, low,1,2,3.631952693
2bd7ca9d0b65677a977981da74c6d468,5,3,2.5,3,1, popularity, low,1,2,3.879641155
3b7738c7138e89652dd770103601668a,7,4,6,7,4.5, all, default,4,4,4.140502345
93f800c4e44b0a1e45419b9c53ad4e4d,5,2,5,6,3.5, all, default,2,2,4.149827039
1e5ea63d22ac9edd6b35b49c669687e4,5.5,5,4.5,3,1, serendipity, high,4,5,4.1821124
6433d1b0e81df7bba12e4c956a5da310,5,4.5,5.5,6.5,2.5, serendipity, high,3,4,4.115285194
075d07460cd55b9f0eb977b5b1929759,3,3,6.5,3.5,1, serendipity, medium,4,3,4.480373273
ab353aa647622253dce1877e41c0d43b,6,2.5,5,4,4, serendipity, high,3,3,5.272948452
ec1ca11e50277842737042b0d4003c6a,5,2,5.5,5.5,3.5, popularity, medium,1,1,4.716627385
901f1b5d522cc420ec94d14c6a926539,7,3,6.5,4.5,5, diversity, low,2,3,4.448508659
335539659442f5bc793956f825e7d0e4,5,5.5,6,6.5,4, popularity, low,3,4,4.437821633
729764bd5a8d983cdc3c199a3f8012c4,6.5,6,3.5,5,2, popularity, high,1,4,4.775048761
df2627ba1340ace62c8582d66382d8c1,5,3,6,4,3, diversity, high,3,3,4.479491492
53a4f226172df01c30f90975ee5eea7b,6.5,3.5,3,5.5,5.5, popularity, low,4,4,4.199588814
d72d30e37bf1533000d2f655955340a0,7,3.5,6.5,5,4, diversity, medium,4,4,3.809184756
33497694e8ac226d26d97445fea6cf8d,5,4,5.5,6.5,6, diversity, low,3,4,3.893203823
de77e35ee26f66bcc83c91b3caf47b30,4.5,5.5,1.5,3.5,1.5, popularity, medium,4,4,4.374655943
d2b998dea46a2b465635cbe96664ea69,6,4,3,3,1.5, diversity, high,4,4,4.356721685
df54219006f286147f50fe97792db160,7,5.5,2.5,6.5,7, all, default,5,5,4.152005065
eb61d1de6d06c7624acb97262843296e,3.5,3.5,6.5,5,3.5, serendipity, low,3,3,4.009834905
f86194e5108223325e2c43aa0997bb80,6.5,5,5,4.5,6.5, serendipity, high,2,3,4.552434316
b71ce593dfe831739fa40cc58af648a6,6,4,5,5,2, serendipity, high,4,5,4.350670837
15a57baca0cde6a89f37533c2b9653ce,7,3,4.5,5.5,2, diversity, high,4,4,4.33018505
6b50a72eb5cfc0fad95a114204a53480,5,3.5,4,3.5,2.5, serendipity, medium,3,3,3.783584571
19f369ecd33496a711ba25edc3ffbd3f,6,2.5,4,5,4, popularity, medium,4,4,4.686162151
a9d03b5005511ae01f182c12b70dc543,3.5,3.5,2,4.5,6.5, serendipity, high,5,5,3.92178579
26d58c8d4632f88d3196a326a92437d1,3.5,3,3,7,2, diversity, high,5,3,4.749031544
532fd411499970bc8dc20f4f754084f9,4,5.5,4.5,3,1.5, diversity, low,3,5,4.354808573
e0217b310adf000f91e20629cbc8fcb6,6.5,5,5.5,6,6, diversity, low,4,4,4.354808573
fbb5eef92dc7fc71c74419fe3a16a4aa,5,6.5,5,3.5,6.5, diversity, low,3,4,4.47981073
7369b7b3b2e65068b3c4f345ecea2720,5.5,3.5,2.5,3.5,3.5, popularity, high,4,5,4.071200183
d0f23a5ab6c3a8f37fd4cd601dd2ddf7,6,4,3,2.5,5, popularity, low,3,2,4.665364783
4a76be5a6f57ff218df7ee45e51918e3,5,5,3.5,5.5,5, diversity, medium,3,2,4.469128173
616a665715757e911bb7d7e6526ebc01,5,3.5,5.5,3,5, diversity, low,4,4,4.594466121
571e05bf1f156edfb5e1e35d48182833,4.5,6,3,5,2, diversity, low,1,5,4.594466121
c548c34ad1bb31ba48eeb3603e6fa0e9,4.5,3.5,3,3.5,3.5, popularity, medium,4,4,4.226440002
55a4b70f856a7b2269ec46533aca29fb,4,5,5,5,2.5, diversity, low,2,3,4.375047398
121ce30dd8e97cb141f288dc0fd7326e,4.5,3,3.5,6.5,3.5, diversity, low,1,2,4.00827283
ae7f3148f84bd123435ef780a07afe4d,5,4,4.5,6.5,4, diversity, medium,3,4,4.057485494
80aa5ea2c1535ad0ec9cbea06d433106,6.5,4,6.5,4.5,3.5, diversity, low,4,5,4.427440691
e84dfe99d244aff7e2670cec0757678e,5.5,4.5,5,2.5,3.5, popularity, high,4,5,4.160661076
0faff98ab0e8f0418143ca1d60540df1,6.5,6.5,4,4,5.5, diversity, low,4,4,4.018610512
0865c1e98f4fcd27a835c7d8bd45b58e,4,6.5,6,4.5,2.5, diversity, low,4,3,4.018610512
83557a550d3101b0a8ed14e2056b4dba,7,4,2.5,3,7, diversity, low,4,5,4.754715111
aba5f32ff88dba3c5522c176deb5ae92,6.5,4.5,5,6,4.5, serendipity, medium,2,2,4.046218963
13293fa9163a7081b817019240bdc4ce,4.5,4,4,5.5,3.5, diversity, high,4,5,4.539532114
d6dbf22bbd69b4ecbd8c6a09cf7fbebc,7,2.5,2,4.5,1, serendipity, medium,3,4,4.750144628
4bf51c911ef78b661c42093a975cfc26,6,3.5,4,4.5,5, popularity, low,3,3,3.750612989
9a0ddadbdbd029cac6b69f2f07dad0c6,6,3,5.5,3,4, serendipity, medium,4,5,3.924486458
46286f683f8cb3eb732593a7424496c4,6.5,5,6.5,5,6.5, serendipity, high,2,2,4.113290409
af4ba6f754893477d3b39341ca73088a,5,6.5,5.5,5.5,2.5, diversity, medium,4,3,4.773968858
0b6db5c3e067055fc829e148686e0558,7,3.5,5.5,6,6, serendipity, medium,4,5,4.249350338
588e6674ac94bf06e77c765ed1a9076e,4.5,3.5,2,6.5,3, serendipity, low,3,4,3.716536335
f03abf8c0274f20c03af1fda78dd5055,4.5,6,6,7,4.5, popularity, medium,4,4,3.849131302
f4c68b5aca7e6ab56818655a8c2db240,5,4,3.5,5.5,1.5, serendipity, medium,4,4,4.358843805
746afce63adb1b43ac17abb1ddbf67ae,5.5,5,4.5,5,2.5, diversity, low,3,4,3.887075691
b27cb782a219325f7c8299384b04b2bb,5,4,7,7,4, diversity, medium,4,3,4.271359193
2bc194696e02a2e66f3b973f911e9297,5,5.5,6,5.5,5, serendipity, medium,4,4,4.392933604
a3d8aa24fedd3e5a5effb86cf9ed3baf,7,3,3.5,3.5,5.5, all, default,4,5,4.651375639
257ecd6e1bd1067a7cedfdf12b682e24,5,3.5,3.5,5,2, diversity, high,4,5,4.241372432
78d5963fceafe767e03b49b16f264393,5.5,6,4,5.5,4, popularity, medium,2,2,3.516450685
856c5ecadf212e198d41efc55b420f07,4.5,3,5,5,2, serendipity, low,4,4,3.991766263
b646ea872d30da48c94cbb27be5a1852,3,4,2,4.5,5.5, diversity, high,4,4,4.196513009
487e001ea9e51221cfdfe7a50b886abc,4,4.5,5.5,6,3.5, popularity, low,3,5,4.399500417
3902b324045aad29d9418e57a85442db,5.5,3.5,4,5.5,4, serendipity, medium,3,2,6.243544386
0bf9fd0830a82e66b5d80856bad039ad,5.5,3,2.5,3.5,3.5, popularity, medium,3,5,4.286645779
42dd0b8612d53aa3df4bd47423be90f1,2,4,2.5,2.5,2, diversity, medium,1,3,4.367117157
8a55779bbe7fb55979d4002a32a35800,6,4,4,5,4, all, default,3,4,5.166503695
b04eb60d29cb639ada91f0b7bffaeb6d,6.5,5.5,6,2,5, all, default,3,5,4.886133185
2c17d7db2066e01f98608ee019c96475,6.5,4.5,6.5,4.5,5, diversity, low,2,3,4.38295697
14dcbc892d656fbd87561cae420e25d6,4.5,4,7,6,4.5, diversity, low,4,5,4.678962727
e0dd36c0936159d27d8189e4d5bcb253,6,4,4.5,5.5,3, serendipity, high,2,2,3.70791661
1129620aeae77f97f8a472f7e3f36a6b,6,5,7,4.5,3, diversity, high,4,2,3.882424506
6d3526ee990150dce24d0f1be78a3438,4.5,4.5,3,4,3, diversity, low,3,4,3.804694371
29baa4d250c9ac728e3684d2270d1243,6,3,1.5,4.5,2.5, popularity, high,4,4,4.018391289
ba208b0458fd0f8ef10ba6bad1fcfe7f,5.5,5.5,3,4,3.5, popularity, medium,4,4,4.364718028
e63d3d4867735e6b231bc9aac06c1498,5,4.5,4,2,5.5, popularity, medium,2,3,4.344978603
e28a2fc90264b9094e2ae02a1b1d979d,6.5,6.5,7,7,2.5, all, default,4,5,4.476946511
b917bfeb6cc5d4da5df951b2bfbe5d47,4,2.5,3.5,3.5,3.5, diversity, high,4,4,4.940353748
9d4263cafdeaba84ebad50e252d0e89a,6,5,5.5,3.5,4, diversity, high,2,3,4.940353748
cecd2b875effe1ef4f656e8aabd5579d,6,4,5.5,2.5,6.5, popularity, medium,2,5,4.907421294
26386a14d5a7483dac665cd479ce447d,5,2.5,7,3.5,3, popularity, high,4,4,4.065601739
64869e7f7d47d719a4136da707bae9c6,3,6,5.5,5,2.5, popularity, high,4,5,4.334018447
eb8da3a9c2ab7a906fc31eb8cfe8aeba,5.5,3,3,6,3.5, diversity, high,2,2,4.62535591
82b292267a92215020316e75acc8c396,6,4,5.5,3.5,5, all, default,1,3,4.204664245
08ee9907c0ee0a74246b27e2e6f1068d,5,4,4,6,2, diversity, low,3,2,4.298064626
192ff60bd8841ae6727ed1861e60156b,6.5,4,3.5,5.5,4.5, diversity, medium,5,5,4.476622191
beaacbb1aec9a28f28da723a355d8080,4.5,3.5,3,3.5,5, serendipity, medium,3,3,3.050528221
8bf199cc5f657f430678ea32f8cc3db8,5.5,3,4.5,4,3.5, diversity, medium,2,4,4.22377457
9f1cc1ef15309be58719c44849f2ebaa,4.5,3.5,4.5,4.5,2.5, popularity, medium,2,3,4.596779338
1a79244bfd5db90dcfbda905b89cdf25,6,4,6.5,6,1.5, diversity, low,3,4,4.180793792
1b4a5948994040a3a8d07007fe19169f,6.5,5,5.5,5.5,4.5, all, default,4,2,4.859335559
da767e07640d269ec16492e03aea78f8,6,4,2.5,3,3.5, diversity, medium,4,4,4.203993394
e2a9f56b801f7ef0a1ac7d61ff89c6d2,6,6,7,5,7, diversity, medium,2,4,4.632519524
f8b0f4c1758a0ded3edb58ae5bffcb03,6.5,5.5,4.5,5.5,7, serendipity, low,4,4,4.544335668
7eadad825221bf54a07e5e36e06548bc,6,3.5,4.5,6,3.5, serendipity, low,3,3,4.544335668
131c3a21d73ff7b571aa92210afd4cf3,4.5,3.5,5.5,3.5,6, popularity, low,2,3,4.828741885
77d6f90c08ca9a0b2037f93ed994ec3a,3,4.5,2.5,4,1.5, all, default,1,3,4.52605104
ac4f1047378e0b19267fe878d4c528d8,5.5,4,6,2,1, popularity, low,1,1,3.457942128
57885e10d4ba681555a6de5fa0bfe2bb,4.5,4,4.5,4.5,3, all, default,3,3,4.047329543
03fb72b7cfdcb1506b66dac714a29f6b,5,6,5.5,6.5,1.5, serendipity, high,4,4,4.038919253
43c6d5d68ebec78af62a3ab2f6326e65,7,5,6.5,4.5,5, popularity, low,4,5,4.6086544
298139619ded347476d8d392c762c612,6,4.5,4,6,6.5, popularity, low,2,2,3.93397306
9ad1c370414068da6f2e78b925771841,6.5,5.5,5,4,3.5, serendipity, low,4,4,3.593550192
f90a29aa84b33f6c7532b085ec8e5bbd,4.5,4,5,6.5,5.5, popularity, high,4,5,4.464466942
6a9fcadba9e29bbef2d9360cc2ed9907,4.5,4,5.5,4.5,2.5, diversity, medium,4,4,4.611029482
c4c543a8b227b2222f68d2a7e7990616,6.5,3,7,7,1.5, serendipity, low,2,2,4.017555254
c270613b994d664c9f571180e312fc32,5.5,3,3,3,2, diversity, high,4,4,4.224866397
2612d3beed1a800d99bf24f73af0d1de,6,2.5,5,5.5,2, serendipity, medium,1,1,4.385222467
cf74c4ae63fdb2a3e9d18a72cdd4e6f2,6,2.5,4,6.5,5.5, diversity, low,2,2,4.074825166
2cb0878063730cef4a8b4188e4afb611,5,6.5,6.5,5.5,1.5, diversity, medium,3,4,4.503605643
defe8d29021248b0166b8581215d6f8a,6.5,4,3.5,6,7, popularity, high,2,3,4.04300601
2cc630a999d08c08c075ac38708b9db1,6.5,4,7,2.5,7, popularity, high,4,4,4.49918061
502fc118fd9b3a0882fc0f4da1dbe009,4.5,4.5,4.5,4,2.5, serendipity, low,3,4,4.130858002
1511505b1bd89e2c563fc85db6439503,5,5.5,2.5,4,2.5, diversity, medium,2,1,4.061031718
cdd144adf9349a2513c281f097340cc4,5.5,6.5,5,5,1.5, diversity, medium,2,2,3.712301371
1406e7afb3eb1f83b4bd4e310cee7fc6,3.5,3,4.5,5.5,2.5, serendipity, high,4,5,4.111150936
8b55472029f98f79d89fc3888db011e6,5.5,3.5,3,2.5,5, popularity, low,3,4,4.352342746
d4488acfe72bb3da5a38f7911ad711ad,6,3.5,5.5,7,3.5, serendipity, low,4,5,3.980832941
c25ff830017321af8d351f2e3d386235,4,4,4,4,4, popularity, medium,2,2,3.866857477
9bc3c45594f965d67419a63eb4034924,7,4,4.5,6,7, diversity, high,2,2,4.867000327
3118e2b35fc1590745a7bb0fe890cf5c,6,4.5,4,3,1.5, popularity, low,4,3,4.69094249
bc622c5c0f6dd7161db181c250cbf944,4.5,5,3.5,3,2, popularity, medium,3,4,4.396298075
3aca71a01c897cbbda0effa28a44f4f9,6,5,7,4.5,3.5, popularity, low,2,3,4.191558891
9e725a43d8a4e561c0c31b7b8358832e,6,6,5,4,4, popularity, medium,4,4,4.317596804
ae0c10f7c93f3219344f77286d9dfd32,6,4.5,4.5,3.5,3.5, popularity, medium,4,3,4.073564567
3392b63d08cbf24e931786b16f57bf38,6,2.5,3.5,5.5,5.5, popularity, medium,5,5,4.70360786
f17809bf17251db076b7b5ce622b22ed,6.5,4,5.5,4.5,3.5, popularity, medium,3,4,4.066148727
1e47fac301d73fc8ac2df2c4a7fc2498,6,7,7,3,5, popularity, high,4,5,4.259560799
ace7804c7c6658bdb2c3cb12793fa9e8,3.5,3.5,2,3.5,1, popularity, high,4,5,4.052528883
810b5710d655a3c837fb6cf8d098fe88,6,4,7,5.5,3, popularity, medium,2,3,4.547931673
2c0da97c8192ab7fa770d5ddb1982d1f,7,2.5,3,5,1.5, popularity, low,3,2,3.889584326
02077bd159c08095b9dc967cab60829e,6,5.5,4.5,5.5,2.5, popularity, low,4,3,4.00462277
828dfcaaf58c479bdb04ccf34bbe9284,6.5,6.5,6.5,4.5,3, popularity, low,3,4,4.437680669
64d5fb86fede175b6909c0f0def52b87,6,3.5,4.5,4,3.5, popularity, high,2,4,4.097950248
